id,user_id,recipe_id,tag_id,Weight
1,945,14,213,1
2,945,69,993,1
3,945,64,1868,1
4,945,43,650,1
6,945,14,205,1
7,945,60,871,-1
8,945,48,720,1
9,945,106,1648,1
11,980,78,1155,1
12,980,14,205,1
13,980,86,1287,1
14,980,86,1288,1
15,980,30,478,1
16,980,83,1259,1
17,980,72,1036,1
18,980,22,307,1
19,980,22,308,1
20,980,84,1887,1
21,980,84,1893,1
22,981,22,307,1
23,981,22,308,-1
25,981,105,1627,1
27,981,78,1102,1
28,981,101,1569,1
29,981,101,1570,1
30,981,11,1834,-1
31,981,11,1835,1
32,981,72,1036,1
33,981,84,1887,1
34,981,84,1886,-1
35,982,55,791,1
36,982,43,651,-1
37,982,103,1591,1
39,986,37,555,1
40,986,37,549,1
41,986,41,617,1
42,986,41,627,1
43,986,41,620,1
44,986,41,629,1
46,986,40,597,1
47,986,22,308,1
48,989,97,1507,-1
49,989,97,1506,1
50,989,76,1083,1
52,989,30,478,1
53,989,14,205,1
54,991,64,1875,1
55,991,64,1874,1
56,991,64,1869,1
57,991,43,650,1
58,991,59,852,1
59,991,59,847,1
60,991,106,1632,1
62,991,106,1631,-1
63,991,69,995,-1
64,991,69,990,-1
65,991,69,996,-1
66,991,69,993,-1
67,991,69,988,-1
68,991,58,830,-1
69,991,58,826,-1
70,991,58,825,1
71,991,58,832,-1
72,991,72,1036,-1
73,991,22,307,-1
74,992,106,1631,1
76,992,69,988,1
77,992,69,990,1
82,992,43,651,-1
83,992,58,826,1
84,992,58,834,1
85,992,58,830,-1
86,992,28,422,1
87,992,28,423,-1
88,992,22,307,-1
89,993,54,782,1
90,993,21,295,1
91,993,21,301,-1
92,993,21,299,-1
93,993,21,297,1
94,993,72,1036,1
95,994,43,651,1
96,994,40,597,1
97,994,40,595,1
98,994,64,1870,1
99,994,64,1875,1
100,994,64,1868,-1
101,994,64,1874,-1
102,994,71,1013,1
103,994,71,1032,1
104,994,41,620,1
105,994,41,629,1
107,994,41,617,-1
108,994,72,1036,-1
109,994,22,308,1
110,994,22,307,1
111,994,84,1893,1
112,994,84,1892,1
113,995,59,836,1
114,995,59,847,-1
115,995,58,833,1
116,995,58,826,1
117,995,28,422,-1
120,995,42,637,-1
121,995,42,642,1
122,995,72,1036,-1
123,995,22,307,-1
124,995,84,1892,-1
125,996,41,617,1
127,996,41,620,1
130,996,35,527,1
131,996,35,528,1
132,996,72,1036,-1
133,996,22,307,1
134,996,84,1893,1
137,998,28,421,1
138,998,28,423,1
139,998,28,422,-1
140,998,37,554,1
141,998,22,307,1
142,998,22,308,1
143,999,96,1499,1
144,999,86,1287,1
145,999,86,1288,1
147,999,52,765,1
148,999,52,760,1
149,999,22,307,1
150,1000,14,1932,1
151,1000,69,990,1
152,1000,69,993,1
153,1000,37,555,1
154,1000,43,650,1
155,1000,106,1632,1
156,1000,72,1036,1
157,1000,84,1892,1
160,1001,106,1632,-1
161,1002,72,1036,1
162,1003,37,555,1
163,1003,58,830,-1
164,1003,58,826,1
165,1003,58,834,1
166,1003,41,617,1
167,1003,41,628,-1
168,1003,41,627,1
169,1003,65,929,1
170,1003,65,928,1
171,1003,29,435,1
172,1003,29,437,1
173,1003,29,433,-1
174,1003,29,434,-1
175,1003,72,1036,1
176,1003,22,307,1
177,1003,22,308,1
178,1003,84,1887,1
179,1003,84,1886,1
180,1004,28,421,1
181,1004,28,422,-1
182,1004,64,1875,1
183,1004,64,1874,1
184,1004,64,1871,1
185,1004,64,1868,1
186,1004,64,1869,-1
187,1006,69,990,1
188,1006,69,993,1
189,1006,58,832,1
190,1006,58,834,1
191,1006,58,830,-1
192,1007,52,764,1
193,1007,52,763,1
194,1007,52,765,1
195,1007,58,833,-1
196,1007,58,826,1
197,1007,58,832,1
198,1007,58,834,1
199,1007,97,1506,1
201,1007,36,542,1
202,1007,36,544,-1
203,1007,48,705,-1
204,1007,48,720,1
205,1007,22,307,1
206,1008,58,832,1
207,1008,58,825,1
208,1008,58,826,1
209,1008,64,1875,1
210,1008,64,1874,1
211,1008,64,1871,1
212,1008,64,1872,-1
213,1008,84,1892,1
214,1009,59,836,1
215,1009,59,847,1
216,1009,58,833,-1
217,1009,58,826,1
218,1009,97,1505,1
219,1009,97,1506,1
220,1009,35,527,1
221,1009,35,528,1
222,1010,36,542,1
223,1010,36,544,-1
224,1010,72,1036,-1
225,1011,25,1856,0
226,1011,26,348,0
227,1011,27,388,0
228,1011,20,288,0
229,1011,21,295,0
230,1011,22,307,0
231,1011,23,321,0
232,1011,28,421,0
233,1011,29,433,0
234,1011,4,64,0
235,1012,25,1857,0
236,1012,20,290,0
237,1012,21,296,0
238,1012,22,308,0
239,1012,23,323,0
240,1012,29,435,0
241,1012,4,63,0
242,1012,8,102,0
243,1012,59,852,0
244,1012,58,826,0
245,1013,25,1860,0
246,1013,20,291,0
247,1013,21,297,0
248,1013,23,319,0
249,1013,29,436,0
250,1013,8,104,0
251,1013,59,836,0
252,1013,58,827,0
253,1013,55,791,0
254,1013,54,782,0
255,1014,25,1853,0
256,1014,20,292,0
257,1014,21,299,0
258,1014,29,429,0
259,1014,8,105,0
260,1014,58,834,0
261,1014,57,810,0
262,1014,56,806,0
263,1014,51,748,0
264,1014,50,745,0
265,1015,25,1854,0
266,1015,20,283,0
267,1015,21,301,0
268,1015,29,430,0
269,1015,8,106,0
270,1015,58,829,0
271,1015,57,811,0
272,1015,56,807,0
273,1015,51,750,0
274,1015,53,769,0
275,1016,25,1855,0
276,1016,20,284,0
277,1016,21,304,0
278,1016,8,107,0
279,1016,58,830,0
280,1016,57,812,0
281,1016,51,752,0
282,1016,52,760,0
283,1016,115,1738,0
284,1016,88,1339,0
285,1017,21,305,0
286,1017,8,108,0
287,1017,57,818,0
288,1017,51,753,0
289,1017,52,768,0
290,1017,115,1740,0
291,1017,116,1776,0
292,1017,111,1698,0
293,1017,110,1687,0
294,1017,113,1915,0
295,1018,8,112,0
296,1018,57,822,0
297,1018,51,755,0
298,1018,52,763,0
299,1018,116,1781,0
300,1018,111,1699,0
301,1018,113,1916,0
302,1018,112,1712,0
303,1018,82,1249,0
304,1018,83,1259,0
305,1019,8,113,0
306,1019,57,823,0
307,1019,51,756,0
308,1019,52,764,0
309,1019,111,1692,0
310,1019,113,1917,0
311,1019,112,1713,0
312,1019,82,1251,0
313,1019,83,1260,0
314,1019,80,1218,0
315,1020,8,114,0
316,1020,51,757,0
317,1020,52,765,0
318,1020,111,1694,0
319,1020,112,1714,0
320,1020,82,1244,0
321,1020,83,1255,0
322,1020,80,1220,0
323,1020,81,1241,0
324,1020,86,1288,0
325,1021,8,115,0
326,1021,111,1695,0
327,1021,112,1715,0
328,1021,80,1226,0
329,1021,86,1289,0
330,1021,84,1893,0
331,1021,85,1283,0
332,1021,3,48,0
333,1021,7,98,0
334,1021,108,1664,0
335,1022,80,1227,0
336,1022,86,1287,0
337,1022,84,1887,0
338,1022,3,49,0
339,1022,7,100,0
340,1022,108,1665,0
341,1022,109,1675,0
342,1022,102,1905,0
343,1022,103,1592,0
344,1022,100,1553,0
345,1023,80,1228,0
346,1023,3,50,0
347,1023,7,94,0
348,1023,108,1666,0
349,1023,109,1670,0
350,1023,102,1903,0
351,1023,103,1586,0
352,1023,100,1554,0
353,1023,101,1564,0
354,1023,106,1632,0
355,1024,80,1229,0
356,1024,3,51,0
357,1024,108,1668,0
358,1024,103,1587,0
359,1024,100,1555,0
360,1024,101,1566,0
361,1024,106,1633,0
362,1024,107,1906,0
363,1024,104,1601,0
364,1024,105,1608,0
365,1025,80,1230,0
366,1025,108,1669,0
367,1025,103,1590,0
368,1025,101,1567,0
369,1025,107,1907,0
370,1025,104,1594,0
371,1025,105,1627,0
372,1025,39,581,0
373,1025,38,578,0
374,1025,33,505,0
375,1026,103,1591,0
376,1026,107,1909,0
377,1026,104,1595,0
378,1026,39,582,0
379,1026,38,566,0
380,1026,33,506,0
381,1026,32,496,0
382,1026,31,1867,0
383,1026,30,439,0
384,1026,37,554,0
385,1027,107,1911,0
386,1027,104,1602,0
387,1027,38,558,0
388,1027,33,508,0
389,1027,31,1861,0
390,1027,37,549,0
391,1027,36,544,0
392,1027,35,528,0
393,1027,34,513,0
394,1027,60,866,0
395,1028,104,1605,0
396,1028,33,501,0
397,1028,31,1862,0
398,1028,36,542,0
399,1028,35,529,0
400,1028,34,525,0
401,1028,60,867,0
402,1028,61,875,0
403,1028,62,899,0
404,1028,64,1872,0
405,1029,35,526,0
406,1029,34,524,0
407,1029,60,868,0
408,1029,62,900,0
409,1029,64,1869,0
410,1029,65,929,0
411,1029,66,959,0
412,1029,67,969,0
413,1029,69,993,0
414,1029,2,2,0
415,1030,35,527,0
416,1030,34,509,0
417,1030,60,869,0
418,1030,62,902,0
419,1030,64,1870,0
420,1030,67,966,0
421,1030,69,995,0
422,1030,6,89,0
423,1030,99,1544,0
424,1030,98,1530,0
425,1031,34,517,0
426,1031,60,871,0
427,1031,64,1871,0
428,1031,69,988,0
429,1031,6,82,0
430,1031,99,1547,0
431,1031,98,1542,0
432,1031,91,1894,0
434,1031,93,1440,0
435,1032,60,872,0
436,1032,69,996,0
437,1032,6,86,0
438,1032,99,1549,0
439,1032,91,1895,0
440,1032,93,1438,0
441,1032,95,1492,0
442,1032,94,1472,0
443,1032,97,1505,0
444,1032,96,1499,0
445,1033,69,990,0
446,1033,6,79,0
447,1033,99,1551,0
448,1033,95,1491,0
449,1033,94,1476,0
450,1033,97,1506,0
451,1033,10,144,0
452,1033,13,172,0
453,1033,12,160,0
454,1033,15,224,0
455,1034,95,1484,0
456,1034,94,1477,0
457,1034,97,1507,0
458,1034,12,169,0
459,1034,15,218,0
460,1034,14,1932,0
461,1034,16,1847,0
462,1034,19,1851,0
463,1034,18,259,0
464,1034,117,1828,0
465,1035,95,1486,0
466,1035,94,1478,0
467,1035,97,1508,0
468,1035,12,170,0
469,1035,15,219,0
470,1035,14,205,0
471,1035,19,1852,0
472,1035,18,257,0
473,1035,48,720,0
474,1035,49,737,0
475,1036,95,1487,0
476,1036,94,1481,0
477,1036,12,158,0
478,1036,15,220,0
479,1036,18,251,0
480,1036,48,705,0
481,1036,49,738,0
482,1036,46,674,0
483,1036,47,691,0
484,1036,44,656,0
485,1037,94,1470,0
486,1037,12,159,0
487,1037,15,215,0
488,1037,18,253,0
489,1037,48,700,0
490,1037,49,734,0
491,1037,46,676,0
492,1037,47,692,0
493,1037,44,663,0
494,1037,45,665,0
495,1038,94,1471,0
496,1038,46,678,0
497,1038,45,666,0
498,1038,42,640,0
499,1038,43,650,0
500,1038,40,595,0
501,1038,41,617,0
502,1038,5,75,0
503,1038,9,117,0
504,1038,77,1880,0
505,1039,45,667,0
506,1039,42,643,0
507,1039,40,596,0
508,1039,41,629,0
509,1039,5,68,0
510,1039,77,1876,0
511,1039,76,1082,0
512,1039,75,1070,0
513,1039,74,1064,0
514,1039,73,1052,0
515,1040,42,645,0
516,1040,40,597,0
517,1040,41,628,0
518,1040,5,70,0
519,1040,77,1878,0
520,1040,76,1085,0
521,1040,75,1071,0
522,1040,74,1068,0
523,1040,72,1036,0
524,1040,71,1032,0
525,1041,42,631,0
526,1041,41,621,0
527,1041,5,71,0
528,1041,75,1072,0
529,1041,74,1067,0
530,1041,71,1013,0
531,1041,70,1002,0
