id,user_id,recipe_id,rate
3134,31,46,5
3135,31,47,4
3138,31,10,4.33
3139,31,26,3
3144,31,75,3.8
3145,31,113,5
3146,31,40,5
3147,31,11,3
3148,31,22,3
3149,31,37,3
3150,31,27,4
3152,31,83,4
3153,31,12,5
3154,31,53,4
3155,31,24,4
3156,31,117,4
3159,31,43,4.67
3160,31,39,5
3162,31,32,4.5
3163,31,102,4
3164,31,23,3
3165,31,20,4
3166,31,112,3
3167,31,9,5
3168,31,36,4
3169,31,42,4
3170,31,57,5
3172,31,115,4.5
3174,31,60,5
3175,31,54,5
3178,31,85,3.67
3179,31,13,3
3180,31,34,4
3181,31,64,2
3182,31,56,4
3188,31,105,4.33
3189,31,30,4
3191,31,21,3.5
3192,31,48,5
3193,31,107,4
3194,31,8,4
3195,31,6,4
3198,31,103,5
3199,31,71,4
3200,31,114,3
3201,31,90,5
3202,31,106,5
3203,31,61,4
3204,31,72,5
3205,31,88,4
3206,31,63,5
3208,31,35,3
3209,31,86,4
3210,31,109,4
3213,31,91,4.33
3216,31,94,3.33
3218,31,41,4
3219,31,78,4
3220,31,62,4
3224,31,31,3.5
3225,31,17,3
3227,31,58,4
3228,31,44,5
3229,31,104,5
3231,31,93,4
3232,31,81,4
3233,31,66,4
3234,31,59,3
3235,31,49,5
3236,31,98,4
3422,31,95,4.06
3423,32,46,5
3424,32,47,3
3425,32,26,4
3427,32,75,4.5
3428,32,40,4
3429,32,11,5
3430,32,83,5
3431,32,2,4
3433,32,43,3
3434,32,39,3
3436,32,32,2.5
3437,32,42,3
3438,32,115,4
3439,32,80,4
3440,32,13,1
3441,32,55,3
3442,32,64,3
3446,32,56,3
3447,32,21,5
3449,32,48,4.5
3450,32,71,5
3451,32,90,3
3452,32,106,4
3453,32,61,4
3455,32,72,3
3456,32,35,3
3457,32,86,3
3458,32,109,5
3460,32,91,4
3461,32,41,4
3463,32,31,4
3464,32,84,4
3520,32,95,3.48
3521,33,19,1
3522,33,65,1
3524,33,5,1.5
3525,33,46,1
3526,33,47,4
3528,33,10,2
3531,33,75,2
3532,33,110,4
3535,33,82,2
3536,33,113,1
3537,33,40,1
3538,33,11,2
3539,33,22,3
3540,33,37,1
3541,33,27,1
3542,33,83,3
3544,33,3,3
3545,33,12,3
3546,33,53,4
3547,33,117,3
3548,33,2,5
3550,33,43,1
3551,33,39,2
3553,33,32,4
3554,33,102,1
3555,33,76,1
3556,33,23,1
3557,33,20,1
3559,33,112,3
3560,33,9,2
3561,33,36,1
3562,33,42,4
3563,33,115,1
3565,33,80,1
3567,33,60,2
3570,33,85,2
3571,33,97,1
3572,33,13,1
3573,33,64,3
3574,33,56,1
3579,33,105,3.4
3580,33,30,1
3582,33,21,2
3583,33,48,3
3584,33,107,4
3585,33,8,1
3588,33,103,1
3589,33,71,2
3590,33,114,4
3591,33,90,4
3592,33,61,3
3594,33,72,3
3595,33,88,1
3597,33,63,2.5
3598,33,86,1
3599,33,109,4
3603,33,91,2.75
3604,33,41,1
3607,33,78,2
3608,33,17,1
3609,33,58,1
3610,33,44,5
3612,33,93,2.5
3613,33,4,5
3614,33,84,1
3615,33,81,5
3616,33,66,1
3617,33,59,4
3805,33,49,2.32
3806,34,65,2
3807,34,113,4
3808,34,40,5
3809,34,2,5
3810,34,32,2
3811,34,23,3
3812,34,112,2
3813,34,80,4
3814,34,34,1
3817,34,105,4
3818,34,107,3
3819,34,90,5
3820,34,86,3
3823,34,91,4.33
3824,34,41,2
3826,34,31,3.5
3827,34,17,3
3829,34,104,4
3830,34,84,5
3831,34,95,5
3872,34,100,4.02
3873,35,19,5
3875,35,5,1
3876,35,46,5
3878,35,47,3
3879,35,26,1
3882,35,75,1
3883,35,110,1
3886,35,82,3.67
3887,35,113,5
3888,35,40,1
3889,35,11,4
3890,35,22,1
3891,35,37,1
3892,35,27,1
3894,35,3,5
3895,35,12,1
3896,35,53,1
3897,35,24,1
3898,35,2,1
3900,35,43,3
3902,35,39,2.5
3903,35,102,1
3904,35,76,5
3905,35,23,1
3907,35,112,2
3908,35,42,1
3909,35,115,1
3912,35,80,3.67
3913,35,54,4
3916,35,85,4.67
3917,35,97,1
3918,35,13,1
3919,35,34,1
3920,35,67,1
3921,35,55,5
3925,35,105,4
3926,35,30,1
3928,35,21,4.5
3929,35,48,1
3930,35,107,1
3931,35,8,4
3933,35,6,2
3934,35,71,1
3935,35,114,1
3936,35,90,4
3937,35,106,1
3938,35,61,1
3940,35,72,1
3941,35,88,1
3943,35,35,1.5
3944,35,86,1
3948,35,91,2.75
3949,35,78,1
3950,35,62,1
3951,35,31,1
3952,35,17,1
3953,35,104,5
3955,35,93,1
3957,35,4,4.5
3958,35,84,4
3959,35,81,5
3960,35,98,1
3962,35,95,3
4092,35,100,2.39
4093,36,110,5
4094,36,12,4
4095,36,2,5
4096,36,23,4
4097,36,9,2
4099,36,80,4
4100,36,13,4
4102,36,55,4.5
4103,36,63,3
4104,36,41,3
4105,36,31,3
4106,36,17,2
4107,36,84,1
4128,36,59,3.48
4129,37,19,5
4130,37,26,4
4133,37,2,4.67
4134,37,115,3
4137,37,56,3.67
4139,37,78,5
4163,37,44,4.04
4164,38,19,5
4166,38,65,3
4168,38,47,2
4170,38,110,4
4171,38,11,4
4172,38,37,2
4174,38,3,5
4175,38,53,2
4176,38,2,4
4178,38,43,1
4179,38,32,2
4180,38,102,1
4181,38,76,4
4183,38,23,2.5
4184,38,115,3
4185,38,80,4
4187,38,60,2.5
4188,38,54,4
4189,38,85,1
4190,38,97,2
4191,38,55,5
4192,38,64,3
4194,38,105,4
4196,38,30,4.5
4198,38,6,3.5
4199,38,90,5
4200,38,106,4
4202,38,72,3
4206,38,86,3
4207,38,41,2
4208,38,78,4
4209,38,62,1
4210,38,31,3
4211,38,17,3
4212,38,58,2
4214,38,104,3
4215,38,84,2
4308,38,100,3.12
4309,39,47,2
4310,39,40,4
4311,39,11,5
4312,39,112,2
4314,39,115,3
4316,39,56,3.5
4318,39,88,2.5
4319,39,4,3
4343,39,81,3.83
4344,40,40,4
4345,40,22,4
4346,40,37,5
4347,40,12,2
4349,40,80,3
4350,40,55,4
4351,40,56,5
4353,40,72,4
4379,40,91,3.31
4380,41,65,4
4381,41,5,4
4383,41,46,4.5
4384,41,26,5
4386,41,75,4.5
4388,41,110,4.5
4389,41,113,2
4390,41,40,5
4391,41,11,4
4392,41,22,5
4393,41,37,5
4394,41,27,5
4395,41,102,4
4397,41,23,4.5
4398,41,36,5
4399,41,115,5
4400,41,80,5
4402,41,60,4
4403,41,54,5
4408,41,13,3.4
4409,41,48,4
4410,41,6,4
4411,41,103,3
4412,41,106,3
4413,41,61,5
4415,41,72,3.5
4416,41,86,3
4417,41,109,5
4418,41,91,4
4419,41,94,5
4421,41,41,4.5
4422,41,78,3
4423,41,31,4
4425,41,17,5
4427,41,44,4.5
4428,41,84,5
4429,41,66,4
4430,41,49,4
4431,41,98,4
4508,41,95,3.94
4509,42,19,2
4510,42,65,2
4512,42,5,2.5
4513,42,46,2
4516,42,10,3.67
4517,42,26,3
4519,42,75,3.5
4520,42,110,3
4523,42,82,4
4524,42,113,4
4525,42,40,3
4526,42,11,4
4527,42,22,3
4528,42,37,2
4529,42,27,2
4530,42,83,4
4532,42,3,3.5
4533,42,12,2
4534,42,53,3
4535,42,24,5
4536,42,2,2
4539,42,43,3
4540,42,39,2
4542,42,32,2.5
4543,42,102,4
4544,42,76,5
4545,42,23,4
4546,42,20,4
4548,42,112,2.5
4549,42,9,1
4550,42,42,4
4551,42,57,3
4552,42,115,4
4553,42,80,3
4556,42,60,3.33
4557,42,54,3
4560,42,85,2.33
4561,42,97,3
4562,42,13,4
4563,42,34,3
4564,42,67,4
4565,42,55,4
4566,42,64,2
4567,42,56,4
4572,42,105,3.8
4574,42,30,3
4575,42,48,3
4576,42,107,1
4577,42,8,2
4580,42,103,2
4581,42,71,1
4582,42,114,3
4583,42,90,3
4584,42,106,3
4585,42,61,2
4587,42,72,3
4588,42,88,2
4589,42,63,3
4591,42,35,3
4592,42,86,2
4595,42,109,3.67
4598,42,94,3.67
4600,42,41,2.5
4601,42,78,3
4602,42,62,1
4606,42,31,4.5
4607,42,17,2
4608,42,58,3
4609,42,44,4
4611,42,93,3.5
4613,42,4,4.5
4614,42,84,3
4615,42,81,2
4616,42,59,2
4617,42,49,2
4618,42,98,4
4621,42,95,4.33
4790,42,100,3.12
4791,43,10,4
4792,43,37,4
4794,43,83,4.5
4795,43,24,3
4796,43,117,5
4797,43,43,4
4798,43,23,4
4799,43,112,2
4800,43,36,3
4806,43,57,3.17
4808,43,107,5
4809,43,71,5
4811,43,72,5
4812,43,91,5
4814,43,31,3
4816,43,4,3.5
4817,43,84,5
4861,44,66,4.14
4862,44,110,3
4864,44,82,1.5
4865,44,113,2
4866,44,34,1
4867,44,67,1
4868,44,105,3
4869,44,59,3
4895,44,98,2.42
4896,45,46,4
4897,45,113,3
4898,45,22,1
4899,45,37,2
4900,45,27,3
4901,45,32,5
4902,45,102,1
4903,45,9,1
4904,45,80,4
4906,45,54,2.5
4907,45,97,5
4911,45,56,3.25
4912,45,90,4
4913,45,72,2
4914,45,88,3
4916,45,109,2
4917,45,62,3
4919,45,44,3
4920,45,84,2
4921,45,81,3
4962,45,59,3.07
4964,46,19,3.5
4966,46,75,5
4968,46,110,5
4969,46,40,4
4970,46,11,5
4971,46,22,3
4972,46,37,3
4974,46,27,4
4975,46,12,1
4977,46,43,2
4979,46,39,2
4980,46,102,4
4981,46,76,3
4983,46,20,4.5
4984,46,9,3
4985,46,36,4
4986,46,115,4
4987,46,60,3
4988,46,54,4
4989,46,85,3
4990,46,97,5
4991,46,13,1
4992,46,34,1
4993,46,67,4
4994,46,64,5
4999,46,56,4.2
5000,46,107,1
5002,46,6,4
5003,46,71,4
5004,46,114,3
5005,46,106,4
5006,46,61,4
5007,46,72,4
5009,46,88,4.5
5011,46,94,4
5012,46,41,4
5014,46,31,4.5
5016,46,17,4.5
5019,46,104,4
5020,46,84,4
5022,46,95,4.5
5125,46,100,3.73
5126,47,46,3
5127,47,22,3
5128,47,117,3
5129,47,32,4
5130,47,9,1
5133,47,54,3.67
5134,47,106,3
5136,47,63,3.5
5137,47,44,4
5160,47,49,2.78
5161,48,19,2
5162,48,65,3
5164,48,5,2
5165,48,46,4
5166,48,10,4
5167,48,26,4
5169,48,75,4.5
5170,48,40,3
5171,48,37,3
5172,48,27,3
5173,48,83,3
5175,48,3,2
5176,48,24,2
5177,48,117,5
5178,48,2,5
5181,48,43,2.67
5182,48,39,2
5183,48,102,3
5184,48,23,1
5185,48,20,5
5187,48,112,2
5188,48,9,1
5189,48,36,4
5190,48,42,1
5191,48,57,1
5195,48,115,1.75
5196,48,97,2
5200,48,56,3.5
5202,48,30,3
5203,48,107,3
5205,48,6,2
5206,48,71,3
5207,48,114,1
5208,48,106,5
5209,48,61,5
5211,48,72,4
5212,48,88,3
5213,48,63,2
5215,48,35,3
5216,48,109,5
5220,48,91,2.25
5221,48,78,2
5225,48,31,3.5
5227,48,58,4
5228,48,44,5
5230,48,104,1
5232,48,4,2
5233,48,84,2
5234,48,81,2
5236,48,66,1.5
5370,48,100,2.95
5371,49,19,1
5374,49,47,3.67
5377,49,26,5
5378,49,43,3
5379,49,39,2
5380,49,32,4
5381,49,9,5
5382,49,115,5
5384,49,60,4.5
5388,49,54,4.5
5405,49,91,4.12
5406,50,19,5
5407,50,65,4
5409,50,5,3.5
5410,50,46,5
5411,50,47,2
5414,50,10,1.67
5415,50,26,1
5420,50,75,3.2
5421,50,113,5
5422,50,40,4
5423,50,11,2
5424,50,22,4
5425,50,37,5
5426,50,27,4
5428,50,83,2.5
5429,50,12,2
5430,50,53,2
5431,50,24,3
5432,50,117,5
5435,50,43,3
5436,50,39,5
5438,50,32,1.5
5439,50,102,4
5440,50,23,4
5441,50,20,5
5442,50,112,5
5443,50,9,5
5444,50,36,4
5445,50,42,4
5446,50,57,5
5448,50,115,3.5
5450,50,60,3.5
5451,50,54,2
5454,50,85,4.33
5455,50,13,5
5456,50,34,5
5457,50,64,2
5458,50,56,5
5464,50,105,3.33
5465,50,30,2
5467,50,21,1
5468,50,48,2
5469,50,107,3
5470,50,8,3
5471,50,6,5
5474,50,103,4
5475,50,71,5
5476,50,114,4
5477,50,90,2
5478,50,106,5
5479,50,61,2
5480,50,72,1
5481,50,88,4
5482,50,63,5
5484,50,35,2
5485,50,86,1
5486,50,109,1
5489,50,91,2
5492,50,94,4.67
5494,50,41,3.5
5495,50,78,5
5496,50,62,4
5500,50,31,3.75
5501,50,17,2
5503,50,58,4.5
5504,50,44,4
5505,50,104,4
5507,50,93,3
5508,50,81,4
5509,50,66,2
5510,50,59,5
5511,50,49,4
5512,50,98,3
5698,50,95,3.62
5699,51,113,5
5700,51,22,1
5701,51,115,2
5702,51,60,5
5704,51,67,4
5705,51,94,4
5706,51,41,2
5708,51,62,4.5
5735,52,84,3
