id,user_id,recipe_id,rate
12493,116,103,5
12494,116,106,5
12495,116,61,5
12497,116,72,5
12498,116,88,5
12499,116,63,4
12501,116,35,5
12502,116,86,5
12503,116,41,5
12506,116,31,4.67
12507,116,58,5
12510,116,104,5
12511,116,84,5
12513,116,59,5
12605,116,100,4.91
12606,117,40,3
12607,117,11,3
12608,117,37,3
12609,117,27,3
12610,117,117,3
12611,117,102,3
12613,117,112,3
12614,117,36,3
12615,117,57,5
12617,117,80,4
12618,117,56,3
12620,117,105,4
12621,117,107,3
12622,117,103,3
12623,117,90,3
12624,117,72,3
12625,117,88,3
12626,117,86,3
12628,117,109,3
12629,117,41,3
12630,117,31,3
12632,117,58,4
12633,117,81,3
12634,117,66,3
12635,117,49,5
12671,117,95,3.53
12672,118,65,5
12673,118,46,5
12675,118,47,4
12676,118,26,3
12678,118,75,5
12680,118,82,1.5
12681,118,113,5
12682,118,40,4
12683,118,11,5
12684,118,22,3
12686,118,83,5
12687,118,12,5
12688,118,2,5
12691,118,43,3.33
12692,118,32,4
12693,118,102,3
12694,118,20,1
12696,118,112,3
12697,118,9,1
12698,118,115,1
12700,118,80,2.5
12702,118,54,3
12703,118,13,5
12704,118,34,5
12705,118,55,4
12706,118,64,5
12709,118,56,2
12710,118,48,5
12712,118,107,5
12713,118,71,4
12714,118,90,4
12715,118,106,4
12716,118,72,1
12717,118,88,1
12718,118,86,4
12721,118,91,4
12722,118,41,4
12723,118,31,4
12725,118,17,4
12726,118,84,1
12813,119,49,3.1
12814,119,11,1
12815,119,22,5
12816,119,102,5
12817,119,76,5
12818,119,20,5
12819,119,36,1
12821,119,80,5
12824,119,67,3.67
12825,119,71,4
12826,119,114,2
12830,119,88,3.25
12831,119,94,4
12832,119,41,1
12833,119,31,5
12834,119,84,4
12835,119,98,4
12878,119,100,3.88
12880,120,10,3
12882,120,26,3.5
12883,120,110,3
12884,120,22,2
12885,120,83,2
12886,120,117,2
12888,120,43,2
12889,120,112,3
12890,120,36,4
12891,120,115,4
12895,120,80,2.75
12896,120,97,3
12897,120,13,3
12898,120,6,3
12899,120,114,3
12900,120,90,2
12901,120,106,3
12902,120,61,3
12904,120,72,2
12905,120,41,3
12906,120,31,2
12907,120,58,2
12908,120,104,2
12910,120,93,3
12911,120,84,3
12913,120,66,2
12972,120,100,2.73
12974,121,19,2.5
12976,121,10,5
12978,121,26,2.5
12979,121,110,4
12980,121,82,1
12981,121,113,4
12982,121,37,5
12983,121,27,4
12985,121,83,5
12986,121,53,1
12987,121,32,1
12988,121,76,5
12989,121,112,1
12990,121,42,2
12991,121,115,4
12992,121,60,4
12993,121,64,5
12994,121,56,5
12996,121,105,3
12997,121,21,4
12998,121,8,1
12999,121,71,5
13001,121,72,5
13002,121,88,4
13004,121,63,3
13006,121,86,4.5
13008,121,62,1
13010,121,58,5
13061,122,93,3.14
13063,122,11,3
13064,122,102,4
13065,122,76,4
13066,122,54,4
13067,122,97,2
13068,122,67,2
13070,122,56,2
13071,122,106,2
13073,122,61,2.5
13075,122,94,3.5
13077,122,104,3
13096,122,84,3.21
13097,123,19,4
13098,123,65,5
13100,123,5,4
13101,123,46,4
13103,123,10,4.5
13104,123,26,5
13106,123,75,4
13107,123,110,5
13109,123,82,4.5
13110,123,113,2
13111,123,40,4
13112,123,37,5
13113,123,27,1
13114,123,83,4
13116,123,3,4.5
13117,123,12,5
13118,123,53,5
13119,123,24,4
13120,123,117,5
13121,123,2,5
13124,123,43,4
13125,123,39,4
13126,123,32,5
13127,123,102,5
13128,123,23,4
13129,123,20,5
13131,123,112,5
13132,123,9,5
13133,123,36,3
13134,123,42,5
13135,123,57,5
13137,123,115,3
13140,123,60,4.67
13143,123,54,4.67
13144,123,97,4
13145,123,34,4
13146,123,67,4
13147,123,64,5
13148,123,56,5
13152,123,105,4
13153,123,30,5
13155,123,21,5
13156,123,107,4
13157,123,8,5
13159,123,6,5
13160,123,71,5
13161,123,114,4
13162,123,106,4
13163,123,61,5
13165,123,72,5
13166,123,88,5
13167,123,63,5
13169,123,35,3
13170,123,109,5
13173,123,91,5
13176,123,94,5
13178,123,41,5
13179,123,78,5
13183,123,31,5
13184,123,17,5
13186,123,58,5
13187,123,44,5
13189,123,104,3.5
13191,123,4,4.5
13192,123,84,5
13193,123,81,5
13194,123,66,5
13195,123,59,5
13197,123,98,5
13376,123,100,4.39
13377,124,65,4
13379,124,5,5
13381,124,47,2
13384,124,110,5
13385,124,22,5
13386,124,37,5
13387,124,53,3
13388,124,2,2
13390,124,43,1.5
13391,124,102,5
13392,124,76,5
13393,124,115,5
13394,124,80,5
13395,124,54,5
13396,124,13,5
13400,124,64,4.25
13401,124,48,5
13402,124,6,2
13404,124,103,3.5
13405,124,90,5
13406,124,106,5
13407,124,72,5
13408,124,35,3
13410,124,86,3
13411,124,94,5
13412,124,17,5
13413,124,58,1
13414,124,93,4
13475,124,84,3.59
13478,125,5,3.67
13479,125,113,5
13480,125,37,5
13484,125,12,4
13486,125,42,3.5
13487,125,8,5
13488,125,114,5
13489,125,61,2
13492,125,72,4
13493,125,62,4
13494,125,58,4
13495,125,93,4
13545,125,95,3.6
13547,126,110,3
13548,126,113,2
13549,126,117,5
13550,126,102,1
13551,126,23,1
13552,126,13,4
13554,126,64,5
13555,126,30,5
13556,126,94,1
13557,126,41,3
13581,126,78,2.75
13582,127,40,5
13583,127,22,3
13584,127,37,5
13585,127,12,3
13587,127,80,3
13588,127,55,4
13589,127,56,3
13591,127,72,4
13617,127,91,3.62
13618,128,19,3
13619,128,65,1
13621,128,5,3.5
13622,128,46,2
13624,128,10,3
13626,128,75,2.5
13627,128,110,2
13630,128,82,3.33
13631,128,113,4
13632,128,11,4
13633,128,22,4
13634,128,37,1
13635,128,27,2
13636,128,3,4
13637,128,12,5
13638,128,117,2
13639,128,2,4
13641,128,43,3
13643,128,39,1.5
13644,128,102,4
13645,128,76,2
13646,128,23,3
13648,128,20,3
13649,128,9,2
13650,128,36,2
13653,128,85,3.33
13654,128,97,4
13655,128,13,1
13656,128,64,3
13658,128,105,2
13659,128,30,3
13660,128,21,3
13661,128,48,2
13662,128,107,3
13663,128,8,4
13666,128,103,4.33
13667,128,71,2
13668,128,114,2
13669,128,90,3
13670,128,61,1
13671,128,72,3
13673,128,63,1.5
13674,128,86,5
13677,128,109,3.33
13678,128,41,5
13681,128,78,4
13683,128,17,2
13809,128,84,2.97
13811,129,5,4.5
13812,129,46,5
13814,129,47,4
13817,129,110,4
13818,129,22,3
13819,129,37,4
13822,129,3,3.33
13823,129,39,1
13824,129,32,3
13825,129,76,4
13826,129,23,4
13827,129,20,3
13828,129,112,2
13829,129,80,3
13830,129,97,4
13831,129,34,2
13832,129,56,3
13834,129,105,5
13835,129,30,5
13836,129,48,4
13837,129,8,4
13839,129,103,4
13840,129,90,5
13841,129,106,5
13842,129,61,4
13843,129,72,5
13848,129,88,4.2
13849,129,41,5
13851,129,31,3.5
13853,129,58,4
13854,129,4,4
13923,129,49,4.12
13925,130,19,3.5
13926,130,26,5
13927,130,110,5
13929,130,27,5
13930,130,102,5
13932,130,76,2.5
13934,130,90,4.5
13935,130,44,4
13936,130,93,5
13937,130,59,5
13959,130,98,4.32
13960,131,19,1
13961,131,47,1
13963,131,75,1
13964,131,40,1
13965,131,11,1
13966,131,22,1
13968,131,3,2.5
13969,131,23,1
13970,131,112,1
13973,131,115,2.33
13976,131,56,2.33
13977,131,61,1
13979,131,88,1
13981,131,109,2
13982,131,4,5
14029,131,81,1.45
14030,132,65,5
14032,132,5,3.5
14033,132,46,5
14034,132,75,4
14035,132,110,3
14037,132,82,3
14038,132,40,4
14039,132,22,3
14040,132,3,3
14041,132,12,4
14042,132,24,5
14043,132,117,3
14044,132,2,3
14046,132,43,1
14047,132,32,5
14048,132,23,2
14049,132,9,1
14050,132,36,2
14051,132,42,4
14052,132,57,1
14054,132,80,4.5
14055,132,60,2
14056,132,85,2
14057,132,34,3
14062,132,55,3.6
14063,132,48,4
14064,132,71,3
14065,132,90,4
14067,132,72,4
14068,132,88,5
14070,132,63,2.5
14071,132,109,1
14073,132,91,3
14074,132,41,2
14078,132,31,4.5
14080,132,104,3
14081,132,84,5
14082,132,81,5
14083,132,59,5
14171,132,98,3.41
14172,133,65,1
14173,133,75,5
14174,133,40,1
14175,133,27,2
14177,133,36,3.5
14178,133,85,2
14181,133,13,3
14185,133,109,3
14207,134,31,3.73
14209,134,110,4
14210,134,113,4
14211,134,11,4
14212,134,37,3
14213,134,27,3
14214,134,117,5
14216,134,2,5
14217,134,39,2
14219,134,32,4
14220,134,102,4
14221,134,23,3
14222,134,20,5
14224,134,112,3.5
14225,134,9,4
14226,134,57,3
14227,134,80,3
14228,134,13,4
14229,134,64,5
14232,134,56,3.67
14233,134,30,4
14234,134,107,5
14235,134,71,4
14236,134,106,3
14237,134,88,3
14238,134,86,5
14240,134,91,3.5
14241,134,94,5
14242,134,41,3
14243,134,78,4
14246,134,31,4.33
14247,134,81,5
14299,134,49,3.6
14300,135,65,5
14302,135,83,4.5
14303,135,112,1
14304,135,57,4
14306,135,105,3
14307,135,21,4
14308,135,107,4
14309,135,90,3
14310,135,63,3
14315,135,78,2.8
14316,135,44,3
14317,135,81,5
14318,135,98,4
14364,136,95,3.52
14366,136,83,4
14367,136,39,5
14368,136,80,1
14370,136,60,2.5
14371,136,91,4
14372,136,41,2
14373,136,58,4
14398,136,66,3.12
14399,137,22,2
14400,137,6,2
14402,137,103,3.5
14404,137,71,5
14433,137,94,2.79
14434,138,19,3
14435,138,46,1
14436,138,22,1
14437,138,27,1
14439,138,53,2
14440,138,57,1
14441,138,60,1
14444,138,85,1.67
14445,138,71,1
14446,138,114,1
14447,138,17,1
14448,138,84,1
14470,139,98,1.64
14471,139,36,5
14474,139,80,4.67
14505,139,66,4.1
14507,140,65,1
14510,140,10,3.33
14511,140,22,4
14512,140,37,4
14513,140,24,4
14514,140,102,4
14516,140,76,4.5
14517,140,115,3
14519,140,80,4
14522,140,60,3
14523,140,55,2
14526,140,64,2.67
14527,140,71,5
14528,140,90,4
14529,140,72,4
14533,140,88,3.25
14535,140,41,3.5
14537,140,17,4.5
14538,140,44,1
14539,140,93,1
14625,140,98,3.56
14626,141,19,1
14627,141,40,1
14628,141,22,4
14629,141,37,1
14631,141,27,3
14632,141,102,5
14633,141,23,1
14634,141,9,1
14635,141,115,1
14636,141,80,4
14640,141,56,2
14641,141,72,5
14644,141,109,3
14645,141,84,5
14690,141,59,1.93
14691,142,5,5
14692,142,46,5
14693,142,40,5
14694,142,22,5
14695,142,27,5
14697,142,117,5
14698,142,20,5
14699,142,9,5
14700,142,42,5
14701,142,60,5
14702,142,13,5
14703,142,67,5
14704,142,105,5
14705,142,71,5
14706,142,61,5
14707,142,72,5
14708,142,63,5
14709,142,35,5
14713,142,94,5
14761,142,4,5
14762,143,19,1
14764,143,110,3
14765,143,113,4
14766,143,40,1
14767,143,37,1
14769,143,117,2.5
14770,143,102,1
14771,143,23,1
14772,143,115,1
14773,143,13,1
14776,143,64,2.33
14778,143,30,3.5
14779,143,72,1
14780,143,109,5
14781,143,94,1
14782,143,41,1
14826,143,78,2.23
14827,144,26,3
14830,144,22,1
14831,144,97,1
14832,144,106,1
14834,144,61,2
14835,144,41,1
14836,144,31,3
14837,144,58,1
14862,144,100,1.72
14863,145,65,4
14864,145,5,5
14865,145,46,5
14868,145,10,3.67
14870,145,75,4.5
14871,145,110,5
14872,145,82,5
14873,145,113,4
14874,145,40,5
14875,145,22,5
14876,145,37,4
14877,145,3,4
14878,145,12,5
14879,145,53,5
14880,145,117,5
14881,145,2,5
14884,145,43,3
14885,145,39,3
14886,145,32,5
14887,145,102,5
14888,145,23,4
14890,145,112,3
14891,145,9,3
14892,145,36,4
14893,145,42,2
14894,145,57,5
14895,145,115,4
14897,145,80,4
14899,145,60,3
14901,145,85,4
14902,145,97,4
14903,145,64,5
14908,145,56,3.6
14909,145,48,4
14910,145,107,5
14912,145,8,3
14913,145,71,1
14914,145,90,4
14915,145,106,4
14916,145,61,5
14918,145,72,5
14919,145,88,5
14921,145,63,4
14922,145,109,5
14924,145,91,4.5
14926,145,94,4
14927,145,41,5
14928,145,78,5
14932,145,31,4.25
14933,145,104,4
14935,145,93,3
14937,145,4,2.5
14938,145,84,5
14939,145,81,3
14940,145,66,2
14941,145,59,5
14942,145,98,5
15075,145,95,4.21
15076,146,65,5
15077,146,10,5
15079,146,117,4
15083,146,55,4.25
15084,146,107,2
15085,146,90,4
15086,146,106,5
15087,146,72,5
15091,146,94,3
15111,146,59,3.65
15112,147,19,3
15113,147,65,2
15114,147,46,5
15116,147,10,5
15117,147,26,5
15118,147,75,5
15119,147,110,3
15121,147,82,4
15122,147,113,4
15123,147,83,5
15125,147,3,4.5
15126,147,12,3
15127,147,53,3
15128,147,24,4
15130,147,2,4
15131,147,32,1
15132,147,23,1
15134,147,112,3.5
15135,147,9,5
15137,147,115,4
15140,147,60,4
15142,147,54,4.5
15143,147,34,2
15144,147,67,1
15145,147,64,5
15146,147,56,4
15150,147,105,3.5
15151,147,21,5
15153,147,8,4.5
15154,147,114,1
15155,147,72,1
15157,147,35,5
15160,147,109,3.67
15162,147,94,4
15163,147,41,1
15164,147,78,1
15168,147,31,4.5
15170,147,17,3
15172,147,44,3
15174,147,4,4
15175,147,84,1
15176,147,66,3
15177,147,59,5
15286,147,98,3.83
15287,148,19,4
15289,148,5,4.5
15291,148,46,4.5
15292,148,26,3
15295,148,75,4.33
15296,148,110,4
15298,148,82,4
15299,148,113,5
15300,148,40,3
15301,148,11,5
15302,148,22,5
15303,148,37,3
15304,148,27,5
15306,148,3,4
15307,148,12,3
15308,148,53,4
15309,148,24,3
15310,148,2,3
15313,148,43,4
15314,148,39,3
15316,148,32,4.5
15317,148,102,3
15318,148,76,5
15319,148,23,5
15320,148,20,4
15322,148,112,4.5
15323,148,9,4
15324,148,115,4
15326,148,80,5
15327,148,54,4
15329,148,85,3.5
15330,148,97,3
15331,148,13,5
15332,148,34,4
15333,148,55,4
15334,148,64,4
15335,148,56,5
15340,148,105,3.8
15342,148,30,4
15343,148,48,2
15344,148,107,5
15345,148,6,3
15348,148,103,4
15349,148,71,5
15350,148,114,4
15351,148,90,5
15352,148,106,4
15353,148,61,2
15355,148,72,4.5
15356,148,88,4
15357,148,86,4
15358,148,109,4
15360,148,91,4
15363,148,94,4
15364,148,41,5
15365,148,78,4
15367,148,31,3.5
15368,148,17,5
15369,148,44,4
15370,148,104,3
15372,148,93,4
15373,148,4,4
15374,148,84,3
15376,148,59,3.5
15515,148,100,4.01
15516,149,65,5
15518,149,5,4
15519,149,46,4
15520,149,10,4
15521,149,110,5
15522,149,113,3
15523,149,40,5
15524,149,11,5
15525,149,22,5
15526,149,37,5
15527,149,27,4
15528,149,83,4
15529,149,53,5
15530,149,2,5
15532,149,32,2.5
15533,149,102,5
15534,149,23,3
15535,149,20,4
15537,149,112,4
15538,149,9,3
15539,149,36,3
15540,149,42,3
15541,149,115,4
15542,149,80,5
15544,149,60,3
15545,149,54,3
15546,149,67,5
15547,149,55,5
15551,149,105,4.75
15552,149,48,5
15554,149,103,5
15555,149,71,3
15556,149,114,5
15557,149,106,4
15558,149,61,4
15560,149,72,4
15561,149,63,5
15562,149,35,5
15565,149,109,3.67
15567,149,94,4.5
15568,149,41,3
15571,149,78,4.67
15573,149,17,4
15574,149,44,5
15575,149,104,5
15577,149,93,4.5
15578,149,4,5
15579,149,84,5
15580,149,81,5
15581,149,66,4
15582,149,59,5
15697,149,98,3.97
15698,150,19,5
15699,150,75,5
15700,150,110,5
15701,150,22,5
15702,150,3,4
15703,150,53,5
15704,150,43,5
15705,150,39,5
15706,150,23,5
15707,150,80,5
15708,150,85,4
15709,150,13,5
15711,150,34,5
15712,150,107,5
15713,150,71,5
15715,150,114,5
15733,150,4,4.78
15734,151,19,4
15737,151,5,2
15740,151,110,4
15741,151,113,5
15742,151,11,3
15743,151,22,3
15744,151,37,2
15746,151,27,3
15747,151,12,3
15748,151,117,4
15751,151,43,2.33
15752,151,102,2
15753,151,23,2
15755,151,112,4
15756,151,9,3
15757,151,57,5
15758,151,115,4
15759,151,80,2
15760,151,54,5
15762,151,85,5
15763,151,97,5
15764,151,13,1
15765,151,67,4
15766,151,56,3
15768,151,105,3
15770,151,107,3.5
15771,151,71,2
15772,151,114,3
15773,151,90,3
15775,151,72,2
15776,151,88,2
15778,151,63,2.5
15781,151,86,3.67
15782,151,78,1
15785,151,31,4
15788,151,104,3.67
15789,151,84,1
15790,151,81,4
15888,151,59,3.5
15889,152,11,5
15890,152,22,2
15891,152,27,2
15892,152,117,5
15893,152,39,3
15894,152,102,2
15895,152,36,1
15896,152,60,1
15897,152,67,1
15898,152,30,5
15899,152,6,2
15901,152,35,4
15902,152,94,1
15903,152,84,2
15925,153,49,3.14
15927,153,46,3.5
15930,153,110,4
15931,153,113,1
15932,153,40,4
15933,153,37,3
15934,153,27,4
15936,153,3,4
15937,153,12,5
15940,153,53,3
15941,153,102,4
15942,153,112,1
15943,153,9,1
15944,153,42,3
15946,153,115,2
15948,153,54,2.5
15949,153,97,1
15950,153,13,4
15951,153,67,1
15952,153,64,1
15953,153,56,3
15956,153,105,1.33
15957,153,30,2
15958,153,6,1
15960,153,103,2.5
15961,153,71,4
15962,153,106,5
15966,153,35,4
15967,153,17,1
15968,153,58,1
15969,153,104,4
15970,153,84,4
16023,153,49,3.08
16024,154,19,2
16025,154,110,4
16026,154,102,3
16027,154,23,3
16028,154,85,4
16029,154,97,4
16030,154,13,5
16031,154,107,4
16032,154,114,4
16033,154,90,3
16059,154,63,3.85
16060,155,19,1
16061,155,5,5
16063,155,46,5
16066,155,75,5
16067,155,22,4
16068,155,83,5
16070,155,3,4
16072,155,53,3
16073,155,39,5
16074,155,32,4
16075,155,76,3
16076,155,23,4
16077,155,36,2
16078,155,42,5
16079,155,80,3
16082,155,60,2
16086,155,97,3.5
16087,155,30,5
16089,155,21,3
16092,155,103,3.67
16093,155,61,5
16095,155,72,5
16096,155,109,5
16097,155,91,3
16099,155,41,3
16100,155,58,2
16101,155,44,4
16102,155,93,4
16103,155,84,5
16104,155,66,1
16105,155,59,3
16199,155,49,3.69
16202,156,10,3.33
16203,156,11,4
16204,156,83,4
16205,156,53,4
16206,156,24,1
16207,156,117,3
16208,156,102,5
16209,156,23,4
16211,156,20,3
16212,156,34,2
16213,156,64,5
16214,156,56,4
16215,156,30,5
16216,156,48,5
16217,156,106,3
16218,156,88,3
16219,156,35,5
16220,156,86,2
16221,156,41,4
16222,156,17,5
16224,156,104,4
16225,156,66,1
16226,156,59,1
16269,156,49,3.53
16270,157,46,4
16271,157,47,2
16273,157,110,1
16274,157,22,1
16275,157,37,1
16276,157,112,1
16277,157,97,1
16280,157,61,2
16305,157,4,1.4
16306,158,5,1
16308,158,10,4.5
16309,158,110,4
16311,158,82,4.5
16312,158,113,5
16314,158,83,4
16315,158,24,4
16316,158,102,4
16317,158,23,3
16318,158,112,1
16320,158,42,2.5
16321,158,97,5
16322,158,34,5
16323,158,67,1
16327,158,105,3.25
16328,158,106,1
16329,158,61,1
16332,158,72,3.33
16334,158,31,3.5
16336,158,4,4.5
16337,158,84,1
16338,158,66,1
16339,158,59,5
16341,158,98,3.5
16410,158,100,3.65
16411,159,19,2
16413,159,65,4
16414,159,46,5
16416,159,10,3.5
16419,159,26,2.33
16420,159,110,5
16421,159,40,4
16422,159,22,3
16423,159,37,3
16424,159,27,3
16426,159,83,3
16427,159,12,2
16428,159,24,2
16431,159,117,3.67
16432,159,102,4
16434,159,76,3.5
16435,159,9,4
16436,159,36,4
16437,159,57,4
16438,159,115,4
16440,159,80,3.5
16442,159,60,4
16443,159,13,2
16444,159,67,2
16445,159,55,3
16446,159,56,5
16449,159,105,3.67
16451,159,6,3
16452,159,71,3
16453,159,114,3
16454,159,90,2
16455,159,106,3
16456,159,61,5
16458,159,72,3
16459,159,88,4
16460,159,109,4
16462,159,91,3.5
16463,159,78,4
16465,159,31,3
16467,159,58,3
16468,159,44,2
16469,159,104,3
16471,159,93,2.5
16473,159,4,3.5
16474,159,84,4
16475,159,81,3
16476,159,66,3
16477,159,59,5
16478,159,49,1
16481,159,98,4
16597,159,100,3.17
16598,160,19,3
16600,160,5,1
16601,160,46,1
16603,160,10,3.5
16605,160,75,3.5
16607,160,82,3
16608,160,11,3
16610,160,83,2.5
16612,160,39,1.5
16613,160,102,3
16614,160,76,4
16615,160,36,2
16616,160,80,3
16617,160,60,1
16618,160,97,5
16619,160,64,5
16620,160,30,4
16622,160,21,3.5
16625,160,103,4
16626,160,72,4
16627,160,63,4
16628,160,86,2
16630,160,91,3
16633,160,41,3.67
16634,160,17,2
16636,160,58,1.5
16637,160,84,1
16730,160,66,2.66
16731,161,19,4
16732,161,65,3
16734,161,5,3
16735,161,46,5
16736,161,47,4
16739,161,10,3.33
16740,161,26,5
16745,161,75,4.2
16746,161,113,5
16747,161,40,5
16748,161,11,4
16749,161,22,3
16750,161,37,3
16751,161,27,4
16753,161,83,3
16754,161,12,4
16755,161,53,4
16756,161,24,5
16757,161,117,5
16760,161,43,4
16761,161,39,5
16763,161,32,4
16764,161,102,3
16765,161,23,4
16766,161,20,3
16767,161,112,3
16768,161,9,5
16769,161,36,3
16770,161,42,4
16771,161,57,3
16773,161,115,4.5
16775,161,60,4
16776,161,54,3
16779,161,85,4
16780,161,13,3
16781,161,34,4
16782,161,64,4
16783,161,56,4
16789,161,105,4
16790,161,30,3
16792,161,21,3.5
16793,161,48,3
16794,161,107,4
16795,161,8,4
16796,161,6,5
16799,161,103,3
16800,161,71,4
16801,161,114,5
16802,161,90,3
16803,161,106,5
16804,161,61,3
16805,161,72,5
16806,161,88,3
16807,161,63,3
16809,161,35,3.5
16810,161,86,4
16811,161,109,5
16814,161,91,3
16817,161,94,4.33
16819,161,41,3
16820,161,78,5
16821,161,62,3
16825,161,31,3.75
16826,161,17,3
16828,161,58,3
16829,161,44,5
16830,161,104,5
16832,161,93,4
16833,161,81,5
16834,161,66,3
16835,161,59,5
16836,161,49,4
16837,161,98,5
17023,161,95,4.1
17024,162,19,4
17025,162,65,4
17029,162,46,4.25
17030,162,110,5
17032,162,82,4.5
17033,162,22,5
17034,162,37,5
17035,162,83,5
17036,162,3,5
17037,162,12,4
17038,162,53,3
17041,162,43,3.33
17043,162,39,5
17044,162,102,4
17045,162,23,3
17046,162,20,4
17048,162,112,4
17049,162,9,3
17050,162,42,5
17051,162,57,4
17052,162,115,4
17054,162,80,4.5
17055,162,13,5
17056,162,34,4
17057,162,67,3
17058,162,55,3
17059,162,64,4
17062,162,56,2.67
17063,162,30,3
17064,162,107,5
17065,162,8,4
17067,162,103,4
17068,162,71,3
17069,162,90,5
17070,162,72,4
17072,162,88,4
17073,162,86,2
17077,162,109,4.25
17080,162,41,4.33
17082,162,17,5
17083,162,44,5
17085,162,93,2.5
17086,162,49,5
17173,162,95,3.62
17175,163,22,2.5
17176,163,102,3
17178,163,76,3
17179,163,36,2
17180,163,80,4
17182,163,60,2
17184,163,72,2
17185,163,41,3
17187,163,17,2.5
17240,163,66,2.68
17241,164,65,1
17242,164,110,1
17244,164,82,3
17245,164,113,4
17246,164,37,1
17247,164,27,1
17248,164,12,1
17249,164,117,1
17250,164,2,1
17251,164,43,1
17252,164,102,1
17254,164,20,2.5
17255,164,9,1
17257,164,85,3
17258,164,13,1
17259,164,105,1
17260,164,48,1
17261,164,107,1
17262,164,8,1
17263,164,71,1
17264,164,114,1
17265,164,90,1
17267,164,72,2.5
17312,165,78,2.2
17313,165,113,1
17315,165,27,4
17317,165,43,1
17318,165,23,5
17319,165,80,5
17320,165,67,1
17321,165,71,5
17322,165,114,4
17324,165,72,4
17346,165,31,3.55
17347,166,19,1
17348,166,65,1
17350,166,5,3
17351,166,46,4
17352,166,47,1
17355,166,10,1
17356,166,26,1
17361,166,75,2.4
17362,166,113,1
17363,166,40,1
17364,166,11,4
17365,166,22,1
17366,166,37,1
17367,166,27,1
17369,166,83,1
17370,166,12,4
17371,166,53,1
17372,166,24,1
17373,166,117,5
17376,166,43,1
17377,166,39,1
17379,166,32,1
17380,166,102,1
17381,166,23,1
17382,166,20,4
17383,166,112,1
17384,166,9,1
17385,166,36,1
17386,166,42,1
17387,166,57,1
17389,166,115,1
17391,166,60,1
17392,166,54,1
17395,166,85,1
17396,166,13,1
17397,166,34,1
17398,166,64,1
17399,166,56,1
17405,166,105,1
17406,166,30,1
17408,166,21,2.5
17409,166,48,1
17410,166,107,1
17411,166,8,1
17412,166,6,1
17415,166,103,2
17416,166,71,1
17417,166,114,1
17418,166,90,1
17419,166,106,1
17420,166,61,1
17421,166,72,1
17422,166,88,1
17423,166,63,1
17425,166,35,1
17426,166,86,1
17427,166,109,1
17430,166,91,1
17433,166,94,1
17435,166,41,1
17436,166,78,1
17437,166,62,4
17441,166,31,2.75
17442,166,17,1
17444,166,58,4
17445,166,44,1
17446,166,104,1
17448,166,93,1
17449,166,81,1
17450,166,66,1
17451,166,59,1
17452,166,49,4
17453,166,98,1
17639,166,95,1.72
17640,167,19,1
17645,167,65,3.6
17646,167,11,5
17647,167,22,5
17648,167,27,1
17651,167,83,2
17652,167,102,1
17653,167,23,1
17655,167,20,3
17656,167,36,1
17657,167,115,5
17659,167,54,3
17660,167,97,1
17661,167,13,1
17662,167,67,1
17663,167,55,4
17666,167,56,3
17667,167,48,5
17668,167,107,5
17671,167,6,3.67
17672,167,106,1
17673,167,61,5
17675,167,72,1
17676,167,88,1
17677,167,35,1
17678,167,109,5
17680,167,91,4.5
17681,167,94,5
17682,167,41,5
17683,167,62,4
17684,167,31,1
17685,167,58,5
17687,167,44,4
17688,167,84,5
17689,167,81,3
17690,167,66,3
17691,167,59,3
17692,167,98,3
17783,167,100,3.01
17784,168,11,4
17785,168,3,1
17786,168,2,5
17788,168,23,5
17789,168,54,3
17790,168,64,3
17791,168,6,5
17792,168,72,5
17793,168,41,4
17794,168,78,4
17819,168,31,3.88
17821,169,65,5
17822,169,40,2
17824,169,27,3
17825,169,24,4
17826,169,117,5
17827,169,2,5
17829,169,32,3.5
17831,169,76,5
17835,169,80,1.75
17836,169,13,5
17838,169,34,3
17839,169,30,5
17840,169,107,4
17841,169,6,2
17842,169,90,1
17843,169,106,3
17844,169,72,1
17847,169,88,1.33
17849,169,62,4
17851,169,58,4.5
17852,169,44,4
17854,169,4,5
17855,169,84,1
17935,170,98,3.14
17938,170,10,3.33
17939,170,110,4
17941,170,82,2
17942,170,113,2
17943,170,40,2
17944,170,27,4
17946,170,83,3.5
17947,170,12,4
17948,170,53,5
17950,170,24,2.5
17951,170,39,2
17952,170,32,2
17953,170,23,2
17954,170,20,2
17956,170,112,3
17958,170,60,4.5
17960,170,54,3.5
17961,170,34,2
17962,170,67,3
17963,170,64,4
17966,170,105,3.33
17967,170,30,2
17968,170,21,2
17969,170,8,5
17971,170,6,2.5
17972,170,72,2
17973,170,88,4
17975,170,63,4.5
17977,170,94,4
17978,170,41,2
17980,170,31,2.5
17981,170,17,5
17982,170,58,4
17983,170,104,4
17985,170,4,4
17986,170,84,4
17987,170,81,2
17988,170,66,4
17989,170,59,4
18075,171,98,3.02
18077,171,10,4.5
18078,171,113,5
18079,171,37,2
18080,171,27,2
18081,171,117,4
18082,171,2,5
18086,171,43,2.5
18087,171,64,1
18088,171,105,2
18089,171,48,2
18090,171,71,3
18091,171,114,2
18092,171,72,3
18093,171,63,2
18096,171,86,4.33
18098,171,78,3
18144,171,17,3.85
18145,172,19,3
18146,172,65,4
18147,172,5,3
18150,172,47,4
18151,172,75,5
18154,172,110,4.67
18155,172,113,4
18156,172,40,4
18157,172,11,3
18158,172,22,2
18159,172,37,2
